Application mode,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Class
12.0,0.0,0.0,1.0,1.0,0.0,24.0,5.0,9.0,0.0,0.0,5.0,8.0,2.0,14.5,0
12.0,0.0,0.0,1.0,1.0,0.0,24.0,5.0,7.0,0.0,0.0,5.0,7.0,0.0,0.0,0
8.0,1.0,0.0,1.0,1.0,0.0,18.0,5.0,6.0,5.0,12.0,5.0,8.0,5.0,12.142857142857142,2
1.0,1.0,0.0,1.0,0.0,1.0,18.0,6.0,8.0,6.0,10.571428571428571,6.0,9.0,5.0,11.4,2
16.0,1.0,0.0,1.0,0.0,0.0,22.0,12.0,19.0,11.0,14.153846153846152,12.0,20.0,12.0,15.428571428571429,2
1.0,1.0,0.0,1.0,0.0,1.0,18.0,6.0,9.0,6.0,11.166666666666666,6.0,11.0,5.0,12.4,2
1.0,1.0,0.0,1.0,0.0,0.0,21.0,17.0,20.0,17.0,12.0,17.0,18.0,17.0,12.666666666666666,2
12.0,1.0,0.0,1.0,0.0,0.0,38.0,5.0,11.0,3.0,11.333333333333334,5.0,9.0,4.0,12.0,0
14.0,0.0,0.0,1.0,0.0,1.0,29.0,16.0,17.0,16.0,12.588235294117649,13.0,14.0,13.0,13.357142857142858,2
15.0,1.0,0.0,1.0,0.0,1.0,20.0,6.0,11.0,4.0,12.0,6.0,9.0,4.0,10.75,1
8.0,1.0,0.0,0.0,0.0,0.0,18.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0
14.0,0.0,0.0,1.0,1.0,0.0,37.0,12.0,13.0,12.0,12.25,13.0,13.0,13.0,12.846153846153848,2
1.0,0.0,0.0,1.0,1.0,0.0,20.0,5.0,7.0,5.0,11.6,5.0,5.0,5.0,12.8,2
1.0,1.0,0.0,0.0,1.0,0.0,20.0,5.0,7.0,4.0,13.0,5.0,11.0,3.0,12.0,0
12.0,0.0,1.0,1.0,1.0,0.0,40.0,5.0,11.0,3.0,10.666666666666666,5.0,5.0,2.0,12.5,0
12.0,0.0,0.0,1.0,1.0,0.0,44.0,11.0,21.0,9.0,12.333333333333334,11.0,16.0,9.0,11.0,1
1.0,0.0,0.0,0.0,1.0,0.0,21.0,5.0,7.0,2.0,11.0,5.0,9.0,3.0,11.428571428571429,0
15.0,0.0,0.0,1.0,1.0,0.0,21.0,7.0,10.0,6.0,13.428571428571429,9.0,9.0,8.0,13.125,2
1.0,1.0,0.0,1.0,1.0,0.0,18.0,8.0,10.0,8.0,13.05375,8.0,10.0,8.0,13.05375,2
1.0,1.0,0.0,1.0,1.0,0.0,18.0,7.0,10.0,6.0,12.035714285714286,8.0,9.0,7.0,13.75,1
12.0,0.0,0.0,1.0,1.0,0.0,27.0,6.0,6.0,6.0,14.166666666666666,6.0,7.0,6.0,13.833333333333334,2
12.0,0.0,0.0,0.0,1.0,0.0,38.0,6.0,6.0,0.0,0.0,6.0,8.0,0.0,0.0,0
9.0,0.0,0.0,1.0,1.0,0.0,18.0,6.0,11.0,5.0,13.6,6.0,13.0,3.0,12.666666666666666,0
8.0,1.0,0.0,1.0,1.0,0.0,19.0,6.0,7.0,5.0,12.2,6.0,12.0,2.0,12.0,1
1.0,1.0,0.0,1.0,1.0,0.0,18.0,6.0,8.0,6.0,13.714285714285714,6.0,7.0,5.0,13.333333333333334,0
14.0,0.0,1.0,0.0,1.0,0.0,19.0,6.0,10.0,3.0,11.666666666666666,6.0,11.0,2.0,10.0,0
12.0,0.0,1.0,0.0,1.0,0.0,44.0,6.0,9.0,1.0,14.0,6.0,6.0,0.0,0.0,0
15.0,1.0,0.0,1.0,1.0,0.0,26.0,6.0,20.0,4.0,12.5,6.0,16.0,3.0,10.0,0
14.0,0.0,1.0,0.0,1.0,0.0,24.0,6.0,11.0,5.0,11.833333333333334,6.0,11.0,4.0,11.5,0
12.0,1.0,0.0,0.0,1.0,0.0,27.0,6.0,6.0,0.0,0.0,6.0,8.0,0.0,0.0,0
12.0,0.0,1.0,0.0,1.0,0.0,27.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0
14.0,1.0,0.0,1.0,1.0,0.0,25.0,17.0,18.0,13.0,11.538461538461538,15.0,15.0,10.0,12.4,0
15.0,1.0,0.0,1.0,1.0,0.0,21.0,9.0,14.0,7.0,11.285714285714286,8.0,15.0,4.0,12.25,1
1.0,1.0,0.0,1.0,1.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
8.0,1.0,0.0,1.0,1.0,0.0,20.0,6.0,7.0,5.0,11.8,6.0,9.0,4.0,12.0,1
15.0,0.0,0.0,1.0,1.0,0.0,20.0,5.0,16.0,0.0,0.0,5.0,12.0,2.0,10.5,1
8.0,1.0,1.0,0.0,1.0,0.0,20.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0
1.0,0.0,0.0,0.0,1.0,1.0,18.0,5.0,5.0,5.0,14.2,5.0,5.0,5.0,14.2,1
8.0,0.0,1.0,1.0,1.0,0.0,19.0,12.0,12.0,10.0,12.7,11.0,16.0,10.0,12.272727272727272,1
15.0,1.0,0.0,0.0,0.0,0.0,22.0,6.0,10.0,3.0,12.666666666666666,6.0,7.0,0.0,0.0,0
1.0,1.0,0.0,1.0,0.0,0.0,19.0,6.0,7.0,6.0,14.428571428571429,6.0,8.0,6.0,15.0,2
1.0,1.0,0.0,1.0,0.0,1.0,18.0,7.0,7.0,7.0,13.117142857142856,8.0,9.0,7.0,12.6,2
1.0,1.0,1.0,1.0,0.0,0.0,20.0,6.0,7.0,6.0,12.666666666666666,6.0,7.0,6.0,11.833333333333334,2
8.0,1.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12.0,0.0,0.0,1.0,1.0,0.0,36.0,6.0,7.0,6.0,15.285714285714286,6.0,6.0,6.0,16.5,2
6.0,0.0,1.0,1.0,1.0,0.0,19.0,5.0,12.0,3.0,10.5,5.0,8.0,4.0,11.25,2
17.0,0.0,0.0,1.0,1.0,1.0,21.0,11.0,11.0,11.0,12.636363636363637,9.0,11.0,9.0,12.6,2
1.0,1.0,0.0,1.0,0.0,0.0,26.0,5.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0
12.0,0.0,1.0,0.0,0.0,0.0,29.0,9.0,9.0,3.0,14.333333333333334,7.0,8.0,1.0,14.0,0
15.0,0.0,0.0,0.0,1.0,0.0,26.0,8.0,14.0,8.0,15.125,6.0,12.0,6.0,13.666666666666666,1
4.0,0.0,0.0,1.0,1.0,0.0,27.0,7.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0
16.0,0.0,1.0,1.0,1.0,0.0,32.0,7.0,16.0,3.0,12.0,8.0,10.0,3.0,10.333333333333334,1
7.0,1.0,0.0,1.0,0.0,1.0,23.0,6.0,10.0,4.0,14.25,6.0,8.0,5.0,12.0,1
12.0,0.0,0.0,1.0,0.0,0.0,24.0,5.0,12.0,2.0,10.5,5.0,9.0,4.0,10.0,1
1.0,1.0,0.0,1.0,0.0,1.0,19.0,6.0,7.0,6.0,13.5,6.0,7.0,6.0,14.428571428571429,2
13.0,1.0,0.0,1.0,1.0,0.0,25.0,6.0,14.0,5.0,11.666666666666666,6.0,11.0,4.0,12.0,1
8.0,1.0,0.0,1.0,1.0,0.0,19.0,6.0,13.0,5.0,10.8,6.0,12.0,3.0,10.0,1
1.0,0.0,0.0,0.0,1.0,0.0,20.0,4.0,4.0,0.0,0.0,4.0,8.0,0.0,0.0,0
1.0,0.0,0.0,1.0,1.0,0.0,33.0,9.0,11.0,9.0,12.8,7.0,9.0,7.0,11.428571428571429,2
12.0,0.0,1.0,1.0,1.0,0.0,35.0,5.0,6.0,5.0,10.8,5.0,7.0,5.0,12.0,0
1.0,1.0,0.0,1.0,1.0,0.0,23.0,5.0,8.0,4.0,11.4,5.0,7.0,4.0,11.0,2
1.0,1.0,0.0,1.0,1.0,0.0,19.0,7.0,7.0,7.0,13.725714285714286,8.0,8.0,8.0,14.5,2
1.0,0.0,0.0,1.0,1.0,0.0,21.0,6.0,6.0,5.0,12.8,6.0,9.0,5.0,12.25,1
1.0,1.0,0.0,1.0,1.0,1.0,21.0,6.0,6.0,6.0,13.5,6.0,6.0,6.0,11.166666666666666,2
12.0,0.0,0.0,1.0,1.0,0.0,27.0,8.0,8.0,7.0,15.57,8.0,8.0,7.0,15.57,0
8.0,1.0,1.0,1.0,1.0,0.0,19.0,5.0,10.0,4.0,11.0,5.0,13.0,2.0,12.0,1
4.0,0.0,0.0,1.0,1.0,0.0,28.0,7.0,7.0,7.0,14.114285714285714,8.0,9.0,8.0,15.91111111111111,0
14.0,0.0,0.0,1.0,1.0,0.0,25.0,5.0,12.0,3.0,11.0,5.0,12.0,4.0,11.5,1
12.0,0.0,0.0,1.0,1.0,0.0,42.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0
4.0,0.0,0.0,1.0,1.0,0.0,27.0,5.0,6.0,4.0,13.5,5.0,6.0,4.0,13.75,2
1.0,1.0,0.0,1.0,1.0,0.0,23.0,6.0,9.0,4.0,11.25,6.0,10.0,0.0,0.0,0
8.0,1.0,0.0,1.0,1.0,1.0,18.0,6.0,7.0,6.0,12.142857142857142,6.0,8.0,6.0,11.333333333333334,2
12.0,0.0,0.0,1.0,1.0,0.0,26.0,8.0,8.0,7.0,13.075714285714286,8.0,8.0,7.0,13.075714285714286,2
1.0,0.0,0.0,1.0,1.0,0.0,18.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0
12.0,0.0,1.0,1.0,1.0,0.0,29.0,5.0,9.0,3.0,11.0,5.0,11.0,2.0,13.5,0
8.0,1.0,0.0,1.0,1.0,0.0,22.0,6.0,16.0,0.0,0.0,6.0,7.0,0.0,0.0,0
14.0,1.0,0.0,1.0,0.0,0.0,21.0,7.0,12.0,4.0,13.125,7.0,8.0,6.0,12.333333333333334,1
1.0,1.0,0.0,1.0,0.0,1.0,19.0,8.0,8.0,7.0,13.512857142857142,8.0,8.0,7.0,13.512857142857142,2
1.0,1.0,0.0,1.0,0.0,1.0,18.0,6.0,7.0,6.0,12.833333333333334,6.0,6.0,6.0,12.166666666666666,2
1.0,1.0,0.0,1.0,0.0,1.0,18.0,5.0,8.0,3.0,15.0,5.0,9.0,3.0,11.666666666666666,0
12.0,0.0,1.0,0.0,0.0,0.0,40.0,6.0,12.0,5.0,12.8,6.0,16.0,3.0,13.333333333333334,0
8.0,1.0,1.0,0.0,0.0,0.0,20.0,6.0,14.0,3.0,12.333333333333334,6.0,16.0,0.0,0.0,0
1.0,1.0,0.0,1.0,1.0,0.0,18.0,8.0,15.0,5.0,12.288,8.0,15.0,5.0,12.288,0
14.0,0.0,0.0,1.0,1.0,0.0,31.0,12.0,21.0,12.0,12.333333333333334,10.0,13.0,7.0,13.285714285714286,2
1.0,0.0,0.0,1.0,1.0,1.0,18.0,5.0,9.0,4.0,11.5,5.0,5.0,5.0,12.8,2
14.0,1.0,0.0,1.0,1.0,0.0,22.0,6.0,6.0,6.0,11.833333333333334,6.0,11.0,4.0,11.142857142857142,0
16.0,0.0,1.0,0.0,1.0,0.0,38.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0
14.0,0.0,0.0,1.0,1.0,0.0,33.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0
1.0,0.0,0.0,1.0,1.0,1.0,19.0,5.0,10.0,5.0,11.8,5.0,12.0,3.0,11.5,1
8.0,0.0,0.0,1.0,1.0,0.0,18.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0
1.0,0.0,0.0,0.0,1.0,1.0,18.0,5.0,6.0,5.0,12.2,5.0,8.0,4.0,12.0,1
16.0,1.0,0.0,1.0,1.0,0.0,27.0,6.0,6.0,6.0,12.333333333333334,5.0,5.0,5.0,13.0,2
12.0,0.0,0.0,1.0,1.0,0.0,26.0,6.0,7.0,6.0,12.428571428571429,6.0,6.0,6.0,12.833333333333334,2
1.0,1.0,0.0,1.0,0.0,1.0,19.0,7.0,7.0,7.0,12.765714285714289,8.0,9.0,8.0,13.544444444444444,2
16.0,0.0,0.0,1.0,1.0,0.0,44.0,7.0,11.0,5.0,12.1,7.0,10.0,5.0,12.6,0
1.0,1.0,0.0,1.0,1.0,0.0,19.0,5.0,10.0,5.0,12.0,5.0,9.0,5.0,11.5,2
9.0,1.0,0.0,1.0,1.0,0.0,20.0,6.0,6.0,0.0,0.0,6.0,6.0,0.0,0.0,0
12.0,0.0,1.0,1.0,1.0,0.0,24.0,6.0,10.0,6.0,14.88888888888889,6.0,11.0,6.0,13.727272727272728,1
14.0,0.0,0.0,1.0,0.0,0.0,31.0,14.0,19.0,13.0,11.357142857142858,14.0,14.0,13.0,12.0,2
14.0,1.0,0.0,1.0,0.0,0.0,25.0,6.0,6.0,6.0,13.5,6.0,6.0,6.0,12.5,2
8.0,1.0,1.0,0.0,0.0,0.0,19.0,6.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0
8.0,1.0,0.0,1.0,0.0,0.0,18.0,7.0,7.0,7.0,13.884285714285712,8.0,9.0,8.0,14.75,0
14.0,1.0,0.0,0.0,0.0,0.0,19.0,6.0,12.0,5.0,13.0,6.0,12.0,3.0,11.666666666666666,1
1.0,1.0,0.0,1.0,0.0,1.0,19.0,7.0,11.0,4.0,12.65,7.0,9.0,5.0,11.1,1
8.0,1.0,0.0,1.0,0.0,0.0,19.0,5.0,10.0,1.0,11.0,5.0,13.0,0.0,0.0,1
12.0,0.0,0.0,1.0,0.0,0.0,24.0,6.0,12.0,2.0,11.666666666666666,6.0,20.0,2.0,10.5,0
1.0,0.0,0.0,1.0,0.0,0.0,20.0,6.0,6.0,6.0,14.5,6.0,6.0,6.0,12.666666666666666,2
8.0,0.0,0.0,1.0,0.0,0.0,18.0,6.0,7.0,6.0,14.714285714285714,6.0,7.0,6.0,14.166666666666666,2
1.0,0.0,0.0,1.0,0.0,1.0,18.0,6.0,7.0,6.0,13.285714285714286,6.0,6.0,6.0,14.333333333333334,2
8.0,1.0,0.0,1.0,0.0,0.0,21.0,5.0,13.0,3.0,11.333333333333334,5.0,12.0,2.0,10.5,1
4.0,0.0,1.0,0.0,0.0,0.0,28.0,7.0,7.0,0.0,0.0,7.0,7.0,0.0,0.0,0
1.0,0.0,0.0,1.0,0.0,1.0,18.0,5.0,11.0,4.0,11.571428571428571,5.0,9.0,5.0,12.0,1
1.0,0.0,1.0,1.0,0.0,0.0,18.0,6.0,10.0,5.0,13.0,6.0,10.0,4.0,11.5,0
1.0,0.0,0.0,1.0,0.0,1.0,18.0,6.0,9.0,6.0,11.5,6.0,11.0,5.0,14.0,2
8.0,1.0,0.0,1.0,0.0,1.0,18.0,5.0,8.0,5.0,11.8,5.0,10.0,5.0,11.6,2
1.0,1.0,0.0,0.0,0.0,1.0,19.0,5.0,7.0,3.0,10.666666666666666,5.0,10.0,3.0,12.285714285714286,0
8.0,0.0,0.0,1.0,0.0,1.0,19.0,7.0,11.0,6.0,13.8875,8.0,9.0,8.0,14.864444444444445,2
1.0,0.0,1.0,1.0,0.0,1.0,20.0,6.0,7.0,5.0,11.4,6.0,9.0,6.0,11.5,2
14.0,0.0,0.0,1.0,0.0,0.0,34.0,11.0,17.0,9.0,12.333333333333334,7.0,12.0,7.0,12.142857142857142,2
12.0,1.0,0.0,1.0,0.0,0.0,39.0,7.0,8.0,5.0,12.16,7.0,8.0,5.0,12.16,1
8.0,1.0,0.0,1.0,0.0,0.0,19.0,8.0,8.0,8.0,13.427499999999998,8.0,8.0,8.0,13.427499999999998,2
12.0,1.0,0.0,1.0,0.0,0.0,24.0,6.0,6.0,6.0,15.166666666666666,6.0,6.0,2.0,15.5,2
5.0,1.0,0.0,1.0,0.0,0.0,18.0,6.0,12.0,0.0,0.0,6.0,0.0,0.0,0.0,0
8.0,1.0,0.0,1.0,1.0,0.0,19.0,5.0,11.0,2.0,10.5,5.0,9.0,0.0,0.0,0
1.0,0.0,0.0,1.0,1.0,1.0,18.0,5.0,5.0,5.0,11.8,5.0,8.0,3.0,11.0,2
1.0,1.0,1.0,1.0,1.0,0.0,20.0,5.0,6.0,5.0,13.2,5.0,10.0,5.0,11.4,1
1.0,1.0,1.0,1.0,1.0,0.0,19.0,7.0,8.0,7.0,13.075,8.0,11.0,8.0,12.36111111111111,2
1.0,1.0,0.0,1.0,1.0,0.0,19.0,6.0,8.0,4.0,11.6,6.0,14.0,2.0,13.0,0
8.0,0.0,0.0,1.0,1.0,0.0,19.0,6.0,10.0,6.0,13.666666666666666,6.0,10.0,4.0,12.25,0
12.0,1.0,0.0,1.0,1.0,0.0,41.0,5.0,9.0,4.0,10.75,5.0,7.0,2.0,10.0,0
1.0,0.0,0.0,1.0,1.0,0.0,19.0,7.0,10.0,6.0,13.492857142857144,8.0,9.0,8.0,12.68888888888889,2
14.0,0.0,0.0,1.0,1.0,0.0,19.0,6.0,14.0,3.0,12.5,6.0,9.0,4.0,11.0,1
4.0,1.0,0.0,0.0,1.0,0.0,23.0,7.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0
1.0,0.0,0.0,1.0,1.0,0.0,18.0,5.0,12.0,5.0,13.285714285714286,5.0,16.0,5.0,14.8,0
1.0,0.0,0.0,1.0,1.0,0.0,19.0,5.0,6.0,5.0,12.6,5.0,13.0,5.0,11.8,2
15.0,1.0,0.0,1.0,1.0,0.0,20.0,6.0,7.0,6.0,14.0,6.0,7.0,6.0,14.666666666666666,2
12.0,0.0,1.0,0.0,1.0,0.0,35.0,5.0,7.0,2.0,11.5,5.0,8.0,2.0,10.5,0
12.0,0.0,0.0,0.0,1.0,0.0,34.0,6.0,6.0,0.0,0.0,6.0,9.0,0.0,0.0,0
1.0,1.0,1.0,0.0,0.0,1.0,19.0,6.0,6.0,6.0,11.833333333333334,6.0,8.0,6.0,12.875,2
6.0,1.0,1.0,0.0,1.0,0.0,22.0,6.0,10.0,5.0,11.5,6.0,8.0,5.0,12.4,2
8.0,0.0,0.0,1.0,1.0,0.0,20.0,6.0,6.0,6.0,14.166666666666666,6.0,8.0,6.0,12.333333333333334,2
13.0,0.0,0.0,1.0,1.0,0.0,27.0,2.0,2.0,2.0,12.5,5.0,6.0,2.0,12.5,1
12.0,0.0,1.0,1.0,1.0,0.0,30.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0
12.0,0.0,0.0,1.0,1.0,0.0,34.0,5.0,7.0,0.0,0.0,5.0,8.0,1.0,11.0,1
1.0,1.0,0.0,0.0,1.0,0.0,20.0,6.0,14.0,2.0,10.5,6.0,16.0,0.0,0.0,0
8.0,1.0,0.0,1.0,1.0,0.0,18.0,6.0,6.0,6.0,11.833333333333334,6.0,6.0,6.0,13.166666666666666,2
1.0,0.0,0.0,1.0,1.0,1.0,26.0,5.0,9.0,0.0,0.0,5.0,6.0,0.0,0.0,0
12.0,0.0,0.0,1.0,1.0,0.0,26.0,5.0,5.0,5.0,12.4,5.0,5.0,5.0,12.4,2
12.0,0.0,0.0,0.0,1.0,0.0,26.0,5.0,5.0,2.0,10.5,5.0,9.0,0.0,0.0,0
12.0,0.0,1.0,0.0,1.0,0.0,31.0,5.0,9.0,0.0,0.0,5.0,6.0,0.0,0.0,0
1.0,1.0,0.0,1.0,1.0,1.0,20.0,12.0,12.0,12.0,14.583333333333334,11.0,14.0,11.0,14.333333333333334,2
1.0,1.0,0.0,1.0,1.0,0.0,19.0,6.0,6.0,6.0,11.666666666666666,6.0,10.0,3.0,12.666666666666666,2
8.0,1.0,1.0,0.0,1.0,0.0,23.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0
1.0,1.0,0.0,1.0,1.0,1.0,20.0,7.0,14.0,1.0,13.0,7.0,15.0,0.0,0.0,0
16.0,0.0,0.0,1.0,1.0,0.0,20.0,7.0,7.0,7.0,15.66,10.0,11.0,9.0,15.011111111111113,2
12.0,1.0,0.0,1.0,1.0,0.0,29.0,6.0,10.0,0.0,0.0,5.0,10.0,0.0,0.0,0
1.0,1.0,0.0,1.0,1.0,1.0,20.0,6.0,6.0,6.0,12.166666666666666,6.0,8.0,4.0,12.75,2
1.0,0.0,0.0,1.0,1.0,0.0,24.0,7.0,7.0,6.0,13.3,7.0,7.0,6.0,13.3,2
12.0,0.0,0.0,1.0,1.0,0.0,37.0,7.0,15.0,0.0,0.0,7.0,13.0,0.0,0.0,0
1.0,1.0,0.0,1.0,1.0,0.0,18.0,7.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0
1.0,1.0,1.0,0.0,1.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8.0,0.0,0.0,1.0,1.0,0.0,18.0,8.0,8.0,7.0,13.55714285714286,8.0,8.0,7.0,13.55714285714286,2
15.0,0.0,1.0,1.0,1.0,0.0,41.0,7.0,15.0,5.0,14.333333333333334,6.0,16.0,6.0,14.636363636363637,1
12.0,0.0,0.0,1.0,1.0,0.0,35.0,6.0,16.0,4.0,12.0,6.0,11.0,3.0,10.333333333333334,0
8.0,0.0,0.0,1.0,0.0,0.0,19.0,5.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,0
1.0,1.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
12.0,0.0,0.0,1.0,0.0,0.0,48.0,7.0,11.0,4.0,11.75,7.0,14.0,3.0,11.725,1
1.0,1.0,0.0,1.0,0.0,0.0,19.0,7.0,7.0,6.0,12.183333333333332,7.0,7.0,6.0,12.183333333333332,2
15.0,1.0,0.0,0.0,1.0,0.0,30.0,9.0,18.0,6.0,11.833333333333334,8.0,21.0,4.0,11.0,0
14.0,0.0,1.0,0.0,1.0,0.0,51.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0
5.0,0.0,0.0,1.0,0.0,0.0,18.0,6.0,8.0,6.0,15.0,6.0,10.0,5.0,14.333333333333334,2
1.0,1.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1.0,1.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1.0,1.0,0.0,1.0,0.0,1.0,18.0,8.0,8.0,8.0,13.435,8.0,8.0,8.0,13.435,2
1.0,1.0,0.0,1.0,0.0,0.0,18.0,5.0,8.0,4.0,13.5,5.0,9.0,0.0,0.0,0
1.0,1.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
9.0,1.0,0.0,1.0,0.0,0.0,23.0,17.0,18.0,17.0,11.5,17.0,17.0,17.0,12.176470588235292,2
1.0,1.0,0.0,1.0,0.0,0.0,19.0,6.0,10.0,2.0,10.5,6.0,6.0,3.0,11.0,1
1.0,0.0,0.0,1.0,0.0,0.0,21.0,6.0,13.0,4.0,12.0,6.0,17.0,2.0,11.5,1
1.0,1.0,1.0,0.0,0.0,0.0,18.0,6.0,7.0,5.0,12.2,6.0,11.0,4.0,11.5,0
1.0,1.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
17.0,1.0,0.0,1.0,0.0,0.0,21.0,11.0,15.0,10.0,14.5,9.0,15.0,8.0,14.0,2
14.0,0.0,1.0,1.0,0.0,0.0,20.0,6.0,7.0,6.0,13.333333333333334,6.0,8.0,6.0,12.666666666666666,2
13.0,0.0,0.0,1.0,0.0,0.0,24.0,11.0,29.0,9.0,12.0,10.0,21.0,9.0,12.555555555555555,2
1.0,1.0,0.0,1.0,0.0,0.0,18.0,6.0,9.0,6.0,15.125,6.0,9.0,6.0,14.0,2
8.0,1.0,0.0,1.0,0.0,0.0,18.0,7.0,7.0,6.0,13.116666666666667,7.0,7.0,6.0,13.116666666666667,2
1.0,1.0,0.0,1.0,0.0,0.0,19.0,6.0,7.0,6.0,12.833333333333334,6.0,7.0,6.0,11.666666666666666,2
15.0,1.0,0.0,1.0,0.0,1.0,20.0,6.0,6.0,6.0,13.333333333333334,6.0,6.0,6.0,14.166666666666666,2
1.0,1.0,0.0,1.0,0.0,0.0,18.0,7.0,7.0,7.0,13.877142857142855,8.0,8.0,8.0,15.6625,2
1.0,1.0,0.0,1.0,0.0,0.0,18.0,8.0,8.0,7.0,12.944285714285714,8.0,8.0,7.0,12.944285714285714,2
8.0,1.0,0.0,1.0,0.0,0.0,19.0,6.0,8.0,5.0,12.333333333333334,6.0,8.0,5.0,11.0,1
1.0,1.0,0.0,1.0,0.0,0.0,19.0,7.0,7.0,6.0,14.266666666666666,7.0,7.0,6.0,14.266666666666666,2
1.0,1.0,0.0,1.0,0.0,0.0,18.0,6.0,8.0,5.0,13.0,6.0,8.0,5.0,14.0,2
1.0,1.0,0.0,1.0,0.0,0.0,20.0,8.0,8.0,8.0,12.48375,8.0,8.0,8.0,12.48375,2
1.0,1.0,0.0,1.0,0.0,0.0,18.0,7.0,8.0,7.0,13.428571428571429,8.0,8.0,8.0,15.3125,2
8.0,0.0,1.0,0.0,0.0,0.0,18.0,6.0,9.0,3.0,10.666666666666666,6.0,12.0,0.0,0.0,0
1.0,1.0,0.0,1.0,0.0,0.0,18.0,6.0,8.0,5.0,15.4,6.0,7.0,5.0,12.2,2
1.0,1.0,0.0,1.0,0.0,0.0,18.0,7.0,7.0,6.0,13.45,7.0,7.0,6.0,13.45,2
8.0,1.0,0.0,1.0,0.0,1.0,18.0,7.0,7.0,6.0,12.6,7.0,7.0,6.0,12.6,2
1.0,1.0,0.0,1.0,0.0,0.0,20.0,7.0,7.0,7.0,12.485714285714286,8.0,12.0,8.0,12.9375,2
1.0,1.0,0.0,1.0,0.0,1.0,22.0,6.0,10.0,5.0,10.8,6.0,7.0,5.0,12.8,2
14.0,0.0,1.0,1.0,0.0,0.0,20.0,6.0,12.0,5.0,12.2,6.0,8.0,5.0,14.6,1
15.0,1.0,0.0,1.0,0.0,0.0,20.0,6.0,11.0,5.0,14.2,6.0,12.0,2.0,13.5,1
1.0,1.0,0.0,1.0,0.0,0.0,18.0,6.0,7.0,6.0,13.833333333333334,6.0,6.0,6.0,14.0,2
1.0,0.0,0.0,1.0,0.0,0.0,18.0,6.0,8.0,5.0,12.8,6.0,14.0,3.0,10.0,1
8.0,0.0,0.0,1.0,0.0,0.0,18.0,5.0,5.0,5.0,13.2,5.0,6.0,4.0,12.5,2
8.0,0.0,1.0,1.0,0.0,1.0,18.0,6.0,7.0,1.0,14.0,6.0,6.0,0.0,0.0,0
8.0,0.0,0.0,1.0,0.0,0.0,19.0,8.0,8.0,8.0,13.875,6.0,8.0,5.0,14.0,2
1.0,1.0,0.0,1.0,0.0,1.0,19.0,5.0,7.0,5.0,12.5,5.0,8.0,5.0,12.714285714285714,2
8.0,0.0,0.0,1.0,0.0,1.0,18.0,6.0,7.0,6.0,13.428571428571429,6.0,6.0,6.0,12.5,2
1.0,0.0,0.0,0.0,0.0,1.0,18.0,6.0,7.0,5.0,11.8,6.0,7.0,5.0,13.0,1
8.0,1.0,0.0,1.0,0.0,1.0,18.0,7.0,7.0,7.0,14.868571428571428,8.0,9.0,8.0,15.11111111111111,2
1.0,1.0,0.0,1.0,0.0,0.0,18.0,7.0,10.0,7.0,13.03,8.0,8.0,8.0,13.21875,2
8.0,1.0,0.0,1.0,0.0,0.0,19.0,6.0,7.0,6.0,14.571428571428571,6.0,7.0,6.0,12.333333333333334,2
